 +2.275167  +1.534676
 +8.795779  +5.932798
-12.313400  +2.681657
 +3.127394  +1.601431
 +2.070772  +8.790285
 +1.711418  +1.154427
 +2.427555  +4.714887
 +4.144231  +1.127339
 +1.593128 +14.244752
-15.229680  +4.041250
 -7.485230  +0.430539
-21.994949  +7.195765
 +1.312926 +17.447239
 +6.128054  +4.133508
 +2.642699  +2.256880
+14.984003 +10.106970
 +3.761336  +2.537294
 +1.817137 +11.686885
 +2.265257  +6.569419
+11.751188  +7.926509
 +5.613866  +0.442057
 +1.344345  +0.906849
 +2.555044  +3.257932
-18.460657  +5.547811
 +1.006336 +20.949798
 -9.726045  +1.475323
+11.070946  +7.467475
-10.038233  +4.216333
 +0.852227  +0.066755
 -0.204394  +7.255609
 +3.986584  +2.689103
 +0.152388  +3.180211
 -1.869064  +0.407338
 -0.682038 +12.710076
-12.954513  +5.575926
 -5.210063  +1.965216
-19.719782  +8.730442
 -0.962240 +15.912562
 +8.403220  +5.668184
 +0.367533  +0.722204
+17.259170 +11.641646
 +6.036502  +4.071971
 -0.458030 +10.152208
 -0.009909  +5.034743
+14.026355  +9.461186
 -3.338700  +1.092620
 +0.930822  +0.627827
 +0.279878  +1.723255
-16.185490  +7.082487
 -1.268830 +19.415122
 -7.450879  +3.010000
+21.109179  +3.251142
+11.923173  +7.534230
+10.866552 +14.723084
 +7.084362  +4.778372
+11.223334 +10.647686
+12.940010  +7.060137
+10.388908 +20.177551
+24.025459  +1.891549
+16.281009  +5.502259
-30.790728  +1.262967
+10.108706 +23.380037
 +2.667726  +1.799291
+11.438479  +8.189679
 +6.188224  +4.174171
 +5.034443  +3.395504
+10.612916 +17.619683
+11.061037 +12.502218
 +2.955409  +1.993711
+14.409646  +6.374855
+10.140124  +6.839648
+11.350824  +9.190730
+27.256436  +0.384988
 +9.802116 +26.882596
+18.521825  +4.457475
 -9.186006  +4.283088
-10.242628 +11.471942
-14.024818  +1.527230
 -9.885845  +7.396544
 -8.169169  +3.808995
-10.720272 +16.926409
 -2.916280  +1.359593
 -4.828170  +2.251117
 -9.681549  +4.514109
-11.000474 +20.128895
+18.441454  +1.451851
 -9.670701  +4.938537
+27.297403  +7.425313
-16.074736  +0.144363
-10.496263 +14.368541
-10.048143  +9.251076
+24.064588  +5.244852
 -6.699534  +3.123714
-10.969055  +3.588506
 -9.758356  +5.939589
 -6.147257  +2.866154
-11.307064 +23.631455
 -2.587355  +1.206334
 -1.056622  +7.188854
 +4.838812  +2.755858
 -0.699839  +3.113456
 -1.016837  +0.474093
 -1.534266 +12.643321
-12.102286  +5.642681
 -4.357836  +2.031971
-18.867555  +8.797197
 -1.814468 +15.845807
 +9.255448  +5.734939
 -0.484695  +0.655449
+18.111397 +11.708401
 +6.888730  +4.138725
 -1.310257 +10.085453
 -0.862137  +4.967988
+14.878582  +9.527940
 -2.486472  +1.159374
 +1.783049  +0.694582
 -0.572350  +1.656501
-15.333263  +7.149242
 -2.121058 +19.348367
 -6.598651  +3.076754
 +3.782190  +9.944712
 -0.356783  +4.075398
 -2.073459  +7.662947
 -0.477644  +5.454467
-13.158907 +12.831535
 -5.414458  +9.220825
-19.924176 +15.986051
 -0.757846  +8.656953
 +8.198826 +12.923793
 -0.571927  +6.533405
+17.054776 +18.897255
 +5.832108 +11.327580
 -0.253635  +2.896599
 -0.194485  +2.220866
+13.821961 +16.716795
 -3.543094  +8.348229
 +0.726428  +7.883436
 -0.484272  +5.532354
-16.389884 +14.338096
 -1.064436 +12.159512
 -7.655273 +10.265609
 +4.138972  +5.869314
 +5.855649  +2.281765
 +3.304546 +15.399179
-16.941097  +2.886823
 +9.196648  +0.723887
-23.706366  +6.041339
 +3.024344 +18.601665
 +4.416636  +2.979081
 +4.354117  +3.411307
+13.272586  +8.952543
 +2.049918  +1.382868
 +3.528554 +12.841311
 +3.976675  +7.723846
+10.039771  +6.772082
 +7.325284  +1.596483
 +3.055762  +2.061276
 +4.266462  +4.412358
-20.172074  +4.393384
 +2.717754 +22.104225
-11.437463  +0.320897
 -1.716676  +3.587549
 -0.834426  +9.529865
-12.802125  +8.756137
 -5.057675  +5.145427
-19.567394 +11.910653
 -1.114628 +12.732352
 +8.555609  +8.848395
 -0.215144  +2.458007
+17.411558 +14.821857
 +6.188891  +7.252181
 -0.610418  +6.971997
 -0.162298  +1.854532
+14.178743 +12.641396
 -3.186311  +4.272830
 +1.083210  +3.808038
 -0.127490  +1.456955
-16.033102 +10.262698
 -1.421218 +16.234911
 -7.298490  +6.190210
 -2.551103 +13.117414
-11.085449  +5.168588
 -3.340999  +1.557878
-17.850717  +8.323104
 -2.831305 +16.319900
+10.272285  +5.260846
 -1.501532  +1.129542
+19.128235 +11.234308
 +7.905567  +3.664633
 -2.327094 +10.559546
 -1.878974  +5.442080
+15.895419  +9.053848
 -1.469635  +0.685282
 +2.799886  +0.220489
 -1.589187  +2.130593
-14.316426  +6.675149
 -3.137895 +19.822459
 -5.581814  +2.602662
-13.636551 +18.286002
 -5.892102 +14.675292
-20.401820 +21.440518
 -0.280202  +3.202486
 +7.721182 +18.378260
 -1.049571 +11.987872
+16.577132 +24.351722
 +5.354464 +16.782046
 -0.224008  +2.557868
 -0.672129  +7.675333
+13.344317 +22.171261
 -4.020738 +13.802695
